country_code,country_name,year,capitalism_type,region,development_level,size_category,gdp,gdp_growth,gdp_per_capita,unemployment_rate,inflation_rate,population,wage_share,gini_coefficient,gov_spending_gdp,gov_debt_gdp,private_debt_gdp,financial_development_index,trade_openness,current_account_gdp,fdi_inflows_gdp,union_density,employment_protection,crisis_year
TWN,Taiwan,1989,Developmental,Asia,Emerging,Small,496.43,8.46,3.14,5.46,4.56,158.16,53.4,0.384,31.26,24.68,122.55,0.49,81.36,-2.08,2.96,18.17,1.27,0
TWN,Taiwan,1990,Developmental,Asia,Emerging,Small,523.21,5.39,3.28,6.31,2.59,159.74,53.14,0.384,30.29,22.65,98.45,0.527,78.37,-4.84,1.24,15.2,1.97,0
TWN,Taiwan,1991,Developmental,Asia,Emerging,Small,521.83,-0.26,3.23,8.29,7.48,161.34,51.35,0.377,31.39,24.84,104.52,0.472,72.27,-5.06,4.52,14.92,2.87,0
TWN,Taiwan,1992,Developmental,Asia,Emerging,Small,547.81,4.98,3.36,5.87,9.75,162.95,49.35,0.378,32.69,23.12,101.56,0.529,71.92,-6.18,3.12,17.1,1.72,0
TWN,Taiwan,1993,Developmental,Asia,Emerging,Small,567.38,3.57,3.45,7.53,6.41,164.58,48.96,0.373,32.45,22.51,112.19,0.388,81.5,-5.29,1.34,15.67,2.32,0
TWN,Taiwan,1994,Developmental,Asia,Emerging,Small,607.11,7.0,3.65,6.28,3.65,166.23,49.7,0.383,30.43,19.43,117.87,0.486,83.92,2.49,5.57,15.91,2.15,0
TWN,Taiwan,1995,Developmental,Asia,Emerging,Small,636.86,4.9,3.79,6.53,8.67,167.89,51.56,0.386,22.93,18.03,117.05,0.504,75.47,2.92,5.11,14.51,1.85,0
TWN,Taiwan,1996,Developmental,Asia,Emerging,Small,670.96,5.35,3.96,6.86,9.07,169.57,54.46,0.37,26.96,16.38,133.21,0.468,82.89,-2.33,3.44,16.31,1.25,0
TWN,Taiwan,1997,Developmental,Asia,Emerging,Small,719.24,7.2,4.2,6.02,2.95,171.27,52.19,0.379,27.88,13.61,127.1,0.452,83.77,-2.07,4.73,15.76,2.24,0
TWN,Taiwan,1998,Developmental,Asia,Emerging,Small,760.89,5.79,4.4,6.32,11.35,172.98,49.99,0.383,32.37,11.92,122.06,0.547,85.89,-1.89,4.89,18.17,2.07,0
TWN,Taiwan,1999,Developmental,Asia,Emerging,Small,754.13,-0.89,4.32,8.83,5.25,174.71,49.57,0.392,31.24,14.47,132.48,0.562,81.11,-7.64,2.86,15.38,2.27,0
TWN,Taiwan,2000,Developmental,Asia,Emerging,Small,760.54,0.85,4.31,7.45,6.96,176.46,48.4,0.389,29.63,15.93,122.23,0.655,83.5,1.26,4.09,9.91,1.83,0
TWN,Taiwan,2001,Developmental,Asia,Emerging,Small,766.42,0.77,4.3,8.14,2.53,178.22,49.04,0.39,27.89,17.42,115.31,0.599,76.12,1.04,2.06,18.16,1.94,0
TWN,Taiwan,2002,Developmental,Asia,Emerging,Small,795.07,3.74,4.42,7.54,1.58,180.0,51.33,0.403,29.27,16.9,116.28,0.533,78.88,-0.23,2.45,12.7,1.71,0
TWN,Taiwan,2003,Developmental,Asia,Emerging,Small,850.94,7.03,4.68,5.78,10.6,181.8,51.41,0.385,26.43,14.19,115.53,0.531,83.48,-1.18,4.19,14.59,1.74,0
TWN,Taiwan,2004,Developmental,Asia,Emerging,Small,905.39,6.4,4.93,6.22,5.1,183.62,54.41,0.42,29.6,12.09,120.44,0.518,73.81,3.8,5.02,16.06,1.8,0
TWN,Taiwan,2005,Developmental,Asia,Emerging,Small,960.03,6.03,5.18,5.75,6.58,185.46,53.76,0.396,24.4,10.34,116.35,0.607,73.33,-0.89,3.57,17.55,1.89,0
TWN,Taiwan,2006,Developmental,Asia,Emerging,Small,1022.9,6.55,5.46,6.52,3.64,187.31,50.46,0.372,23.04,10.0,128.2,0.572,73.14,-5.04,3.48,16.68,2.34,0
TWN,Taiwan,2007,Developmental,Asia,Emerging,Small,1053.85,3.03,5.57,7.68,9.17,189.18,49.38,0.386,27.94,10.0,130.62,0.58,78.18,0.75,4.03,14.93,2.19,0
TWN,Taiwan,2008,Developmental,Asia,Emerging,Small,1096.61,4.06,5.74,6.94,6.02,191.08,47.84,0.395,29.73,10.0,126.78,0.545,84.26,3.63,0.97,15.02,2.37,0
TWN,Taiwan,2009,Developmental,Asia,Emerging,Small,1130.89,3.13,5.86,7.49,7.25,192.99,47.42,0.382,24.51,10.0,139.98,0.533,77.73,-2.16,3.37,13.5,1.64,0
TWN,Taiwan,2010,Developmental,Asia,Emerging,Small,1166.13,3.12,5.98,6.84,11.26,194.92,49.77,0.386,27.77,10.0,141.21,0.637,82.7,-5.06,2.05,14.98,2.74,0
TWN,Taiwan,2011,Developmental,Asia,Emerging,Small,1262.18,8.24,6.41,5.42,5.17,196.87,52.35,0.383,30.96,10.0,129.61,0.535,81.44,-1.15,1.86,11.46,2.29,0
TWN,Taiwan,2012,Developmental,Asia,Emerging,Small,1312.76,4.01,6.6,7.0,6.29,198.83,52.5,0.412,28.5,10.0,141.21,0.554,82.09,-0.89,1.79,15.48,2.42,0
TWN,Taiwan,2013,Developmental,Asia,Emerging,Small,1402.6,6.84,6.98,7.2,11.72,200.82,51.67,0.382,26.54,10.0,130.66,0.675,78.29,0.03,1.63,12.27,1.55,0
TWN,Taiwan,2014,Developmental,Asia,Emerging,Small,1422.28,1.4,7.01,7.34,4.09,202.83,51.11,0.39,30.8,10.0,126.49,0.559,79.88,-6.07,5.24,11.82,2.55,0
TWN,Taiwan,2015,Developmental,Asia,Emerging,Small,1479.28,4.01,7.22,7.57,3.64,204.86,49.59,0.39,27.79,10.0,118.65,0.621,75.75,0.46,2.37,14.09,2.53,0
TWN,Taiwan,2016,Developmental,Asia,Emerging,Small,1530.96,3.49,7.4,8.12,9.48,206.91,49.04,0.413,26.17,10.0,112.93,0.573,76.21,-4.41,3.01,15.84,2.37,0
TWN,Taiwan,2017,Developmental,Asia,Emerging,Small,1551.84,1.36,7.43,8.59,8.08,208.98,49.18,0.394,31.07,10.0,127.43,0.609,80.23,-2.94,5.03,11.38,1.55,0
TWN,Taiwan,2018,Developmental,Asia,Emerging,Small,1645.39,6.03,7.8,6.93,3.25,211.07,50.39,0.391,29.1,10.0,138.94,0.591,83.24,2.02,1.62,9.92,2.55,0
TWN,Taiwan,2019,Developmental,Asia,Emerging,Small,1759.26,6.92,8.25,6.17,6.78,213.18,52.85,0.376,22.12,10.0,138.44,0.658,87.34,-3.54,2.31,14.11,1.87,0
TWN,Taiwan,2020,Developmental,Asia,Emerging,Small,1848.66,5.08,8.59,6.29,4.58,215.31,52.07,0.384,32.23,10.0,150.89,0.607,89.34,-2.04,1.1,12.39,2.22,0
TWN,Taiwan,2021,Developmental,Asia,Emerging,Small,2057.12,11.28,9.46,4.21,5.49,217.46,52.27,0.399,25.46,10.0,143.0,0.569,87.73,-2.73,4.66,7.73,2.37,0
TWN,Taiwan,2022,Developmental,Asia,Emerging,Small,2173.19,5.64,9.89,6.6,-1.23,219.64,52.79,0.376,33.14,10.0,133.77,0.645,81.17,-1.73,3.79,10.56,1.44,0
TWN,Taiwan,2023,Developmental,Asia,Emerging,Small,2218.84,2.1,10.0,7.68,5.19,221.83,49.5,0.379,27.94,10.0,131.21,0.624,84.15,-5.31,2.44,7.69,1.9,0
TWN,Taiwan,2024,Developmental,Asia,Emerging,Small,2309.8,4.1,10.31,6.41,0.61,224.05,51.09,0.391,25.14,10.0,134.95,0.637,85.77,-2.34,4.36,12.71,1.89,0
CHN,China,1970,State-led,Asia,Emerging,Large,1416.3,8.21,2.0,4.11,5.15,708.15,55.68,0.461,33.41,34.79,75.72,0.286,26.47,2.08,3.09,23.28,2.06,0
CHN,China,1971,State-led,Asia,Emerging,Large,1481.22,4.58,2.07,3.83,3.71,715.23,57.23,0.453,28.47,32.91,87.6,0.332,25.91,4.68,5.41,27.32,2.11,0
CHN,China,1972,State-led,Asia,Emerging,Large,1585.95,7.07,2.2,3.9,3.6,722.38,56.34,0.45,33.27,29.04,92.15,0.308,36.45,6.74,3.25,24.67,1.66,0
CHN,China,1973,State-led,Asia,Emerging,Large,1699.85,7.18,2.33,3.36,7.97,729.61,55.67,0.458,27.37,25.37,96.06,0.385,35.45,1.01,4.04,21.69,2.07,0
CHN,China,1974,State-led,Asia,Emerging,Large,1757.43,3.39,2.38,4.37,3.98,736.9,54.31,0.475,27.13,24.81,92.23,0.448,34.39,3.26,4.87,18.66,2.55,0
CHN,China,1975,State-led,Asia,Emerging,Large,1763.75,0.36,2.37,5.45,13.32,744.27,51.08,0.484,26.58,26.55,98.47,0.51,32.51,3.9,3.8,22.57,1.95,0
CHN,China,1976,State-led,Asia,Emerging,Large,1701.71,-3.52,2.26,6.12,6.73,751.71,52.44,0.453,34.66,36.24,90.07,0.342,34.03,2.74,1.7,24.52,2.66,1
CHN,China,1977,State-led,Asia,Emerging,Large,1789.75,5.17,2.36,4.21,9.37,759.23,53.42,0.493,30.9,33.78,100.91,0.41,27.49,2.86,0.93,20.21,1.68,0
CHN,China,1978,State-led,Asia,Emerging,Large,1916.94,7.11,2.5,3.61,15.28,766.82,53.08,0.45,31.12,29.82,94.54,0.293,37.42,5.44,0.2,17.76,2.51,0
CHN,China,1979,State-led,Asia,Emerging,Large,2070.57,8.01,2.67,2.88,3.05,774.49,53.39,0.46,31.22,25.43,84.85,0.394,24.78,4.23,3.06,20.58,2.21,0
CHN,China,1980,State-led,Asia,Emerging,Large,2245.41,8.44,2.87,2.84,8.63,782.24,55.36,0.466,35.25,21.06,95.35,0.319,33.33,0.16,2.75,24.79,1.23,0
CHN,China,1981,State-led,Asia,Emerging,Large,2335.2,4.0,2.96,3.36,8.85,790.06,54.2,0.462,28.8,20.22,96.86,0.378,34.4,-0.76,3.74,22.38,1.89,0
CHN,China,1982,State-led,Asia,Emerging,Large,2352.15,0.73,2.95,4.76,-0.39,797.96,53.18,0.479,28.85,21.71,100.22,0.436,28.81,5.17,3.67,21.24,2.11,0
CHN,China,1983,State-led,Asia,Emerging,Large,2428.97,3.27,3.01,4.69,5.07,805.94,51.51,0.471,32.5,21.36,109.85,0.4,27.36,2.43,3.44,18.98,1.81,0
CHN,China,1984,State-led,Asia,Emerging,Large,2516.15,3.59,3.09,4.64,2.16,814.0,51.41,0.456,31.15,20.8,111.89,0.392,21.84,3.52,1.19,19.77,2.04,0
CHN,China,1985,State-led,Asia,Emerging,Large,2595.78,3.16,3.16,4.41,3.59,822.14,51.55,0.478,36.15,20.56,112.7,0.408,30.22,3.87,2.89,14.79,1.86,0
CHN,China,1986,State-led,Asia,Emerging,Large,2603.89,0.31,3.14,5.33,0.88,830.36,52.82,0.478,26.26,22.34,111.37,0.477,23.97,3.68,3.04,18.63,2.33,0
CHN,China,1987,State-led,Asia,Emerging,Large,2740.67,5.25,3.27,3.77,3.57,838.66,54.13,0.485,34.29,20.54,120.29,0.442,30.4,0.79,5.08,17.14,2.35,0
CHN,China,1988,State-led,Asia,Emerging,Large,2869.41,4.7,3.39,3.97,6.7,847.05,55.22,0.487,34.03,19.23,114.74,0.526,24.9,0.87,2.73,20.39,2.61,0
CHN,China,1989,State-led,Asia,Emerging,Large,3016.69,5.13,3.53,3.67,8.54,855.52,52.24,0.475,30.52,17.67,98.9,0.379,17.56,1.81,3.93,18.5,1.35,0
CHN,China,1990,State-led,Asia,Emerging,Large,3115.63,3.28,3.61,4.95,7.36,864.08,51.46,0.48,28.26,17.45,103.97,0.526,29.04,5.27,0.38,17.55,2.18,0
CHN,China,1991,State-led,Asia,Emerging,Large,3272.04,5.02,3.75,4.15,7.49,872.72,51.17,0.476,30.45,16.07,115.0,0.521,22.39,2.12,1.78,16.96,2.41,0
CHN,China,1992,State-led,Asia,Emerging,Large,3340.01,2.08,3.79,5.4,6.17,881.44,50.1,0.469,29.52,16.7,111.88,0.53,30.17,-0.05,1.26,18.16,2.32,0
CHN,China,1993,State-led,Asia,Emerging,Large,3525.39,5.55,3.96,3.8,2.64,890.26,52.02,0.471,30.83,14.99,110.18,0.55,40.36,0.13,0.95,16.75,2.04,0
CHN,China,1994,State-led,Asia,Emerging,Large,3722.47,5.59,4.14,3.36,8.18,899.16,50.51,0.486,35.51,13.36,118.22,0.483,29.95,3.38,3.35,17.34,2.55,0
CHN,China,1995,State-led,Asia,Emerging,Large,4020.71,8.01,4.43,3.36,9.43,908.15,51.68,0.476,31.47,10.28,120.52,0.497,32.06,2.44,6.26,16.37,1.74,0
CHN,China,1996,State-led,Asia,Emerging,Large,4409.04,9.66,4.81,2.97,7.5,917.23,52.14,0.481,25.17,10.0,138.8,0.604,28.37,4.95,3.51,20.23,2.47,0
CHN,China,1997,State-led,Asia,Emerging,Large,4767.43,8.13,5.15,3.15,5.96,926.41,54.1,0.486,29.96,10.0,126.31,0.495,33.28,1.79,2.67,15.43,1.65,0
CHN,China,1998,State-led,Asia,Emerging,Large,5065.74,6.26,5.41,4.52,1.59,935.67,50.46,0.478,29.67,10.0,130.19,0.555,27.03,1.59,0.88,14.95,2.39,0
CHN,China,1999,State-led,Asia,Emerging,Large,5105.15,0.78,5.4,4.68,8.23,945.03,50.37,0.479,27.52,10.0,115.89,0.577,23.01,5.25,5.17,14.73,2.42,0
CHN,China,2000,State-led,Asia,Emerging,Large,5303.43,3.88,5.56,4.3,3.68,954.48,49.03,0.5,24.58,10.0,120.73,0.548,20.36,-1.33,2.69,16.59,2.31,0
CHN,China,2001,State-led,Asia,Emerging,Large,5267.43,-0.68,5.46,5.64,6.63,964.02,50.56,0.483,29.22,10.0,115.74,0.525,30.06,5.28,1.77,17.55,1.66,0
CHN,China,2002,State-led,Asia,Emerging,Large,5255.67,-0.22,5.4,6.18,9.08,973.66,52.2,0.498,24.84,13.48,125.04,0.607,34.21,2.31,1.11,17.04,1.95,1
CHN,China,2003,State-led,Asia,Emerging,Large,5802.16,10.4,5.9,2.27,12.47,983.4,51.16,0.494,30.19,10.0,116.89,0.61,22.34,2.8,4.65,19.56,1.04,0
CHN,China,2004,State-led,Asia,Emerging,Large,6135.93,5.75,6.18,4.49,6.38,993.23,52.49,0.493,26.16,10.0,113.27,0.55,26.32,4.2,-0.11,13.21,1.59,0
CHN,China,2005,State-led,Asia,Emerging,Large,6622.07,7.92,6.6,3.14,4.53,1003.17,52.64,0.478,34.36,10.0,117.79,0.656,20.06,1.95,2.1,9.6,1.65,0
CHN,China,2006,State-led,Asia,Emerging,Large,6876.54,3.84,6.79,4.4,8.88,1013.2,50.11,0.481,30.86,10.0,125.67,0.55,29.41,-0.53,3.36,13.17,1.37,0
CHN,China,2007,State-led,Asia,Emerging,Large,6799.37,-1.12,6.64,5.68,7.78,1023.33,49.79,0.496,32.17,12.44,132.63,0.543,29.59,1.76,3.75,10.82,2.07,1
CHN,China,2008,State-led,Asia,Emerging,Large,6928.74,1.9,6.7,6.05,2.9,1033.56,48.07,0.473,25.03,13.26,142.87,0.551,28.52,0.98,1.59,15.55,2.18,0
CHN,China,2009,State-led,Asia,Emerging,Large,7369.13,6.36,7.06,3.45,6.03,1043.9,50.73,0.491,33.43,11.24,131.17,0.597,29.99,5.87,-0.42,15.69,1.7,0
CHN,China,2010,State-led,Asia,Emerging,Large,7643.06,3.72,7.25,4.32,5.04,1054.34,52.24,0.484,22.93,10.96,146.59,0.593,29.21,5.29,3.4,13.41,2.24,0
CHN,China,2011,State-led,Asia,Emerging,Large,8216.3,7.5,7.72,3.8,7.27,1064.88,51.63,0.499,27.42,10.0,132.13,0.592,24.22,0.95,5.2,13.63,2.32,0
CHN,China,2012,State-led,Asia,Emerging,Large,8693.93,5.81,8.08,4.73,7.75,1075.53,53.57,0.493,31.04,10.0,129.06,0.673,30.78,0.39,3.13,13.84,2.2,0
CHN,China,2013,State-led,Asia,Emerging,Large,9246.08,6.35,8.51,3.26,7.32,1086.28,53.03,0.498,32.33,10.0,129.65,0.731,30.96,5.65,2.38,10.52,1.75,0
CHN,China,2014,State-led,Asia,Emerging,Large,9663.41,4.51,8.81,4.7,7.52,1097.15,51.33,0.483,29.28,10.0,119.27,0.63,23.77,2.32,2.56,9.45,1.81,0
CHN,China,2015,State-led,Asia,Emerging,Large,10009.51,3.58,9.03,4.47,3.14,1108.12,47.9,0.505,29.89,10.0,123.83,0.628,36.84,4.2,2.54,13.25,1.78,0
CHN,China,2016,State-led,Asia,Emerging,Large,10473.19,4.63,9.36,4.45,3.37,1119.2,49.04,0.478,28.84,10.0,125.05,0.671,29.33,6.6,3.37,10.37,2.5,0
CHN,China,2017,State-led,Asia,Emerging,Large,10959.16,4.64,9.7,3.74,2.12,1130.39,49.69,0.492,34.87,10.0,125.2,0.685,18.41,2.76,4.99,15.23,2.4,0
CHN,China,2018,State-led,Asia,Emerging,Large,11923.9,8.8,10.44,2.89,10.12,1141.7,50.18,0.498,32.02,10.0,136.86,0.587,27.2,2.37,2.53,9.48,2.01,0
CHN,China,2019,State-led,Asia,Emerging,Large,12691.87,6.44,11.01,4.3,2.01,1153.11,52.85,0.492,29.4,10.0,125.83,0.612,26.29,3.69,4.0,12.96,1.75,0
CHN,China,2020,State-led,Asia,Emerging,Large,13367.93,5.33,11.48,4.14,7.18,1164.64,51.76,0.484,36.78,10.0,132.44,0.596,26.66,1.47,7.7,11.35,2.89,0
CHN,China,2021,State-led,Asia,Emerging,Large,14125.94,5.67,12.01,3.21,7.38,1176.29,52.51,0.499,29.32,10.0,138.98,0.655,27.1,2.84,3.02,15.31,1.93,0
CHN,China,2022,State-led,Asia,Emerging,Large,15141.45,7.19,12.74,3.36,2.91,1188.05,48.66,0.495,29.99,10.0,136.42,0.699,24.27,5.23,3.91,13.2,2.28,0
CHN,China,2023,State-led,Asia,Emerging,Large,15732.94,3.91,13.11,4.86,7.13,1199.93,49.13,0.489,23.94,10.0,125.88,0.641,26.53,2.27,3.34,9.13,2.44,0
CHN,China,2024,State-led,Asia,Emerging,Large,15859.07,0.8,13.09,6.12,0.61,1211.93,49.17,0.498,31.72,10.0,135.16,0.63,33.8,3.05,4.91,11.2,1.95,0
IND,India,1970,Mixed,Asia,Emerging,Large,4208.43,3.23,2.0,6.86,2.41,2104.22,56.03,0.447,32.81,37.57,86.51,0.279,33.56,-5.11,3.38,24.57,1.57,0
IND,India,1971,Mixed,Asia,Emerging,Large,4376.21,3.99,2.06,6.44,4.55,2125.26,54.58,0.444,23.12,41.08,86.73,0.308,24.56,1.53,2.73,23.76,2.16,1
IND,India,1972,Mixed,Asia,Emerging,Large,4743.5,8.39,2.21,5.33,9.19,2146.51,56.36,0.452,31.03,35.44,97.96,0.367,21.5,1.47,3.35,26.17,1.9,0
IND,India,1973,Mixed,Asia,Emerging,Large,4990.04,5.2,2.3,6.55,5.61,2167.98,55.7,0.445,33.21,33.0,96.78,0.349,31.35,0.14,3.7,24.12,2.02,0
IND,India,1974,Mixed,Asia,Emerging,Large,5256.39,5.34,2.4,6.42,7.8,2189.66,53.22,0.461,35.15,30.57,91.2,0.354,30.53,-3.84,5.76,27.87,2.33,0
IND,India,1975,Mixed,Asia,Emerging,Large,5388.7,2.52,2.44,7.05,4.23,2211.55,51.76,0.455,33.57,30.54,96.33,0.261,24.77,1.59,1.35,23.92,2.38,0
IND,India,1976,Mixed,Asia,Emerging,Large,5679.4,5.39,2.54,7.24,3.2,2233.67,51.54,0.461,28.59,28.19,84.53,0.394,20.7,-1.07,2.42,23.48,1.87,0
IND,India,1977,Mixed,Asia,Emerging,Large,5753.22,1.3,2.55,7.6,4.55,2256.0,51.8,0.454,30.23,29.18,90.71,0.397,28.36,-5.43,1.99,18.71,2.76,0
IND,India,1978,Mixed,Asia,Emerging,Large,6063.62,5.4,2.66,5.87,6.65,2278.56,54.74,0.451,27.96,26.91,86.63,0.396,30.83,-4.65,4.14,19.26,1.69,0
IND,India,1979,Mixed,Asia,Emerging,Large,6354.33,4.79,2.76,6.7,4.46,2301.35,55.22,0.474,21.65,25.22,95.14,0.35,29.53,0.32,4.42,21.8,2.03,0
IND,India,1980,Mixed,Asia,Emerging,Large,6841.54,7.67,2.94,5.91,11.26,2324.36,55.12,0.492,32.83,21.45,84.04,0.496,36.37,-0.29,1.07,19.33,2.63,0
IND,India,1981,Mixed,Asia,Emerging,Large,7341.55,7.31,3.13,5.92,4.92,2347.61,54.75,0.479,30.98,18.23,85.65,0.379,32.49,-3.72,1.98,21.02,1.76,0
IND,India,1982,Mixed,Asia,Emerging,Large,7714.48,5.08,3.25,6.33,8.97,2371.08,53.54,0.474,33.53,16.76,112.81,0.398,31.18,-2.66,3.93,21.0,1.95,0
IND,India,1983,Mixed,Asia,Emerging,Large,7966.26,3.26,3.33,6.73,8.31,2394.79,51.07,0.481,25.98,16.58,115.02,0.514,29.19,-2.51,3.39,22.23,1.85,0
IND,India,1984,Mixed,Asia,Emerging,Large,8645.1,8.52,3.57,4.73,0.38,2418.74,49.38,0.471,34.8,12.91,117.63,0.471,23.93,2.48,3.72,18.09,1.83,0
IND,India,1985,Mixed,Asia,Emerging,Large,8884.97,2.77,3.64,7.55,7.27,2442.93,50.61,0.492,24.64,13.17,115.35,0.421,30.86,-3.48,1.55,18.3,2.39,0
IND,India,1986,Mixed,Asia,Emerging,Large,9379.69,5.57,3.8,6.82,5.24,2467.36,51.65,0.487,32.28,11.65,120.27,0.434,27.64,-3.78,1.87,18.77,2.47,0
IND,India,1987,Mixed,Asia,Emerging,Large,9981.78,6.42,4.01,5.92,7.91,2492.03,53.78,0.478,33.21,10.0,101.44,0.346,23.53,-3.3,2.23,19.29,1.55,0
IND,India,1988,Mixed,Asia,Emerging,Large,10570.35,5.9,4.2,6.96,7.92,2516.95,53.48,0.464,32.08,10.0,112.04,0.492,27.75,-1.36,2.51,15.71,1.93,0
IND,India,1989,Mixed,Asia,Emerging,Large,10753.75,1.74,4.23,7.3,11.41,2542.12,53.1,0.481,24.61,10.0,101.08,0.452,23.66,4.23,3.32,17.27,2.38,0
IND,India,1990,Mixed,Asia,Emerging,Large,11658.49,8.41,4.54,5.93,7.16,2567.54,49.97,0.47,30.96,10.0,102.65,0.422,24.24,-0.77,4.04,15.0,2.26,0
IND,India,1991,Mixed,Asia,Emerging,Large,12247.37,5.05,4.72,6.42,6.39,2593.22,49.25,0.467,28.02,10.0,110.24,0.489,28.73,-0.68,4.21,14.7,2.47,0
IND,India,1992,Mixed,Asia,Emerging,Large,12912.21,5.43,4.93,6.52,7.28,2619.15,50.26,0.48,25.61,10.0,109.83,0.502,35.51,4.83,4.41,15.14,2.31,0
IND,India,1993,Mixed,Asia,Emerging,Large,12986.2,0.57,4.91,8.29,5.64,2645.34,51.47,0.481,26.9,10.0,109.05,0.5,24.49,-0.29,0.95,16.72,2.32,0
IND,India,1994,Mixed,Asia,Emerging,Large,13201.99,1.66,4.94,7.78,3.24,2671.8,50.81,0.474,31.38,10.0,123.26,0.462,32.25,-6.24,8.12,14.6,2.71,0
IND,India,1995,Mixed,Asia,Emerging,Large,13846.8,4.88,5.13,6.16,10.15,2698.51,52.21,0.485,31.16,10.0,118.9,0.575,17.58,-7.25,3.74,13.89,2.2,0
IND,India,1996,Mixed,Asia,Emerging,Large,14379.18,3.84,5.28,7.18,9.26,2725.5,51.37,0.481,31.03,10.0,134.8,0.531,34.4,0.44,3.62,15.61,1.68,0
IND,India,1997,Mixed,Asia,Emerging,Large,15604.81,8.52,5.67,4.97,5.43,2752.75,52.53,0.473,35.55,10.0,129.87,0.551,26.76,-6.04,3.26,14.92,1.75,0
IND,India,1998,Mixed,Asia,Emerging,Large,16395.38,5.07,5.9,6.16,4.59,2780.28,52.53,0.479,28.93,10.0,130.08,0.6,24.89,-0.09,5.3,17.12,2.29,0
IND,India,1999,Mixed,Asia,Emerging,Large,16779.27,2.34,5.98,6.53,2.58,2808.08,49.93,0.492,26.7,10.0,122.87,0.548,28.98,3.08,4.62,16.77,2.25,0
IND,India,2000,Mixed,Asia,Emerging,Large,16832.34,0.32,5.93,8.09,3.15,2836.17,48.56,0.47,33.05,10.0,113.84,0.665,29.89,-2.41,1.88,12.81,1.44,0
IND,India,2001,Mixed,Asia,Emerging,Large,17505.18,4.0,6.11,6.26,6.92,2864.53,48.8,0.493,32.25,10.0,112.97,0.572,25.82,-3.71,2.84,17.31,2.35,0
IND,India,2002,Mixed,Asia,Emerging,Large,18052.31,3.13,6.24,7.28,2.78,2893.17,50.26,0.484,32.13,10.0,107.08,0.522,25.77,-2.61,2.72,15.45,1.8,0
IND,India,2003,Mixed,Asia,Emerging,Large,19040.18,5.47,6.52,5.31,7.17,2922.1,52.1,0.487,30.48,10.0,109.6,0.53,27.5,-1.53,4.07,16.19,2.19,0
IND,India,2004,Mixed,Asia,Emerging,Large,19511.33,2.47,6.61,7.72,10.09,2951.33,53.2,0.47,30.36,10.0,113.29,0.573,35.35,-4.24,2.76,12.45,2.17,0
IND,India,2005,Mixed,Asia,Emerging,Large,20532.87,5.24,6.89,6.34,6.75,2980.84,52.72,0.502,28.66,10.0,120.08,0.469,23.53,-2.76,3.22,15.73,1.14,0
IND,India,2006,Mixed,Asia,Emerging,Large,21270.54,3.59,7.07,6.29,6.41,3010.65,50.79,0.499,34.11,10.0,121.53,0.622,32.94,-0.67,1.89,10.99,1.44,0
IND,India,2007,Mixed,Asia,Emerging,Large,21628.69,1.68,7.11,7.67,2.86,3040.75,47.11,0.493,34.09,10.0,138.36,0.595,31.56,0.85,3.58,11.65,2.15,0
IND,India,2008,Mixed,Asia,Emerging,Large,21579.38,-0.23,7.03,8.19,9.14,3071.16,48.47,0.485,29.43,10.0,144.24,0.653,19.75,-4.72,0.54,15.01,1.86,0
IND,India,2009,Mixed,Asia,Emerging,Large,22838.3,5.83,7.36,5.94,6.22,3101.87,50.57,0.491,31.39,10.0,127.34,0.579,26.94,-2.39,3.75,12.04,1.81,0
IND,India,2010,Mixed,Asia,Emerging,Large,23459.27,2.72,7.49,8.04,7.75,3132.89,51.83,0.499,28.4,10.0,143.31,0.623,33.4,0.46,0.01,11.99,2.06,0
IND,India,2011,Mixed,Asia,Emerging,Large,24803.41,5.73,7.84,5.92,5.5,3164.22,51.72,0.501,23.39,10.0,131.15,0.635,26.78,-0.48,2.38,17.4,1.98,0
IND,India,2012,Mixed,Asia,Emerging,Large,25078.38,1.11,7.85,8.1,4.93,3195.86,52.6,0.506,32.35,10.0,125.64,0.631,34.02,-1.13,2.05,10.69,1.59,0
IND,India,2013,Mixed,Asia,Emerging,Large,26723.09,6.56,8.28,5.79,8.56,3227.82,52.45,0.487,31.08,10.0,121.02,0.656,35.54,-2.88,1.63,10.29,1.99,0
IND,India,2014,Mixed,Asia,Emerging,Large,27158.19,1.63,8.33,7.48,7.44,3260.1,49.65,0.484,33.71,10.0,118.88,0.596,20.78,-7.96,3.28,14.36,1.66,0
IND,India,2015,Mixed,Asia,Emerging,Large,27526.19,1.36,8.36,7.06,6.64,3292.7,46.82,0.499,32.03,10.0,123.96,0.629,32.06,0.28,2.21,13.37,2.1,0
IND,India,2016,Mixed,Asia,Emerging,Large,28701.45,4.27,8.63,6.3,4.92,3325.63,50.43,0.494,26.25,10.0,124.81,0.671,35.2,1.73,2.19,11.59,1.57,0
IND,India,2017,Mixed,Asia,Emerging,Large,30011.07,4.56,8.93,6.62,1.85,3358.88,49.66,0.491,34.03,10.0,125.48,0.623,26.36,-3.13,1.2,11.92,2.44,0
IND,India,2018,Mixed,Asia,Emerging,Large,32287.2,7.58,9.52,6.32,9.36,3392.47,50.55,0.485,23.77,10.0,128.24,0.64,25.44,0.3,0.61,11.77,2.04,0
IND,India,2019,Mixed,Asia,Emerging,Large,34496.53,6.84,10.07,6.38,12.43,3426.4,49.66,0.492,35.0,10.0,136.07,0.675,30.62,-1.01,6.23,9.34,1.14,0
